-9.679642486898692e-02,-7.396882064811702e-02
-8.690109920821326e-02,-9.847022129711372e-02
-7.166785584775558e-02,-1.186807918396373e-01
-5.019720877049873e-02,-1.351539431864854e-01
-2.610923569728188e-02,-1.454674928304234e-01
-2.963382649932894e-17,-1.487445794219993e-01
2.610923569728189e-02,-1.454674928304225e-01
5.019720877049828e-02,-1.351539431864871e-01
7.166785584775637e-02,-1.186807918396386e-01
8.690109920821264e-02,-9.847022129711390e-02
9.679642486898675e-02,-7.396882064811788e-02
1.000257995495705e-01,-4.840110947561013e-02
9.639726596744548e-02,-2.227264199866834e-02
8.634676813892504e-02,1.518132912800624e-03
6.993765391316237e-02,2.258587292082350e-02
4.991164771533898e-02,3.795053267657006e-02
2.570995053807465e-02,4.767401073530880e-02
1.082892235000048e-16,5.121962741478604e-02
-2.570995053807469e-02,4.767401073530909e-02
-4.991164771533881e-02,3.795053267656789e-02
-6.993765391316256e-02,2.258587292082452e-02
-8.634676813892470e-02,1.518132912799429e-03
-9.639726596744426e-02,-2.227264199866937e-02
-1.000257995495718e-01,-4.840110947560911e-02
